SubTime,NumProcs,ExeTime,InterArrivalTime,,,,,
5195475,32,60,1,,,,,
5195475,32,60,0,,,,,
5195475,64,61,0,,,,,
5195535,128,59,60,,,,,
5195655,32,62,120,,,,,
5195655,64,62,0,,,,,
5195655,64,63,0,,,,,
5195656,32,60,1,,,,,
5195716,128,60,60,,,,,
5195774,64,63,58,,,,,
5195775,32,60,1,,,,,
5195775,32,61,0,,,,,
5195775,64,61,0,,,,,
5195834,64,62,59,,,,,
5195834,64,62,0,,,,,
5195835,32,60,1,,,,,
5195835,32,60,0,,,,,
5195894,128,61,59,,,,,
5195894,128,61,0,,,,,
5195954,32,64,60,,,,,
5195954,32,64,0,,,,,
5195954,64,65,0,,,,,
5195954,64,65,0,,,,,
5196017,128,57,63,,,,,
5196017,128,58,0,,,,,
5196074,32,57,57,,,,,
5196130,32,63,56,,,,,
5196130,64,64,0,,,,,
5196130,64,64,0,,,,,
5196131,32,62,1,,,,,
5196193,128,57,62,,,,,
5196193,128,58,0,,,,,
5196250,32,61,57,,,,,
5196311,32,61,61,,,,,
5196311,32,62,0,,,,,
5196311,64,62,0,,,,,
5196311,64,63,0,,,,,
5196372,128,59,61,,,,,
5196372,128,59,0,,,,,
5196430,32,62,58,,,,,
5196491,32,61,61,,,,,
5196491,32,61,0,,,,,
5196491,64,62,0,,,,,
5196491,64,62,0,,,,,
5196551,128,59,60,,,,,
5196551,128,60,0,,,,,
5196610,32,65,59,,,,,
5196675,128,55,65,,,,,
5196675,128,56,0,,,,,
5196790,64,64,115,,,,,
5196790,64,65,0,,,,,
5196791,32,62,1,,,,,
5196791,32,63,0,,,,,
5196853,128,57,62,,,,,
5196853,128,58,0,,,,,
5196972,64,61,119,,,,,
5196972,64,61,0,,,,,
5196973,32,59,1,,,,,
5196973,32,59,0,,,,,
5197031,128,60,58,,,,,
5197032,128,58,1,,,,,
5197150,64,63,118,,,,,
5197150,64,63,0,,,,,
5197151,32,61,1,,,,,
5197151,32,61,0,,,,,
5197211,128,60,60,,,,,
5197211,128,61,0,,,,,
5197271,32,61,60,,,,,
5197331,32,60,60,,,,,
5197331,32,61,0,,,,,
5197331,64,61,0,,,,,
5197331,64,62,0,,,,,
5197391,128,59,60,,,,,
5197391,128,60,0,,,,,
5197510,64,64,119,,,,,
5197512,32,61,2,,,,,
5197512,32,62,0,,,,,
5197573,128,57,61,,,,,
5199146,64,8945,1573,,,,,
5210198,256,10655,11052,,,,,
5210232,512,4401,34,,,,,
5212466,64,101,2234,,,,,
5214825,32,93,2359,,,,,
5218219,64,3756,3394,,,,,
5221295,32,13414,3076,,,,,
5221303,64,6087,8,,,,,
5221581,32,3895,278,,,,,
5223244,64,9900,1663,,,,,
5224903,512,7570,1659,,,,,
5226365,32,403,1462,,,,,
5226891,32,21,526,,,,,
5227391,32,6302,500,,,,,
5227776,32,92,385,,,,,
5227837,32,31,61,,,,,
5227854,32,2844,17,,,,,
5227866,128,22,12,,,,,
5228015,32,288,149,,,,,
5228021,128,977,6,,,,,
5228269,32,901,248,,,,,
5228550,32,1630,281,,,,,
5228586,128,1225,36,,,,,
5228646,32,45,60,,,,,
5228666,32,24,20,,,,,
5228686,128,45,20,,,,,
5228901,32,340,215,,,,,
5229091,32,606,190,,,,,
5229665,512,5570,574,,,,,
5229905,32,2739,240,,,,,
5230134,128,375,229,,,,,
5230819,128,3585,685,,,,,
5230957,128,3118,138,,,,,
5231621,128,165,664,,,,,
5231732,32,1470,111,,,,,
5231788,128,1723,56,,,,,
5231817,64,2290,29,,,,,
5231920,128,8186,103,,,,,
5231940,128,52,20,,,,,
5232019,32,172,79,,,,,
5232199,128,4920,180,,,,,
5232390,128,2648,191,,,,,
5233201,32,7105,811,,,,,
5233222,32,463,21,,,,,
5233256,32,92,34,,,,,
5233524,128,6031,268,,,,,
5233684,32,6550,160,,,,,
5233834,64,6329,150,,,,,
5233855,128,2262,21,,,,,
5234302,32,254,447,,,,,
5234377,32,5857,75,,,,,
5234555,32,126,178,,,,,
5234725,32,5508,170,,,,,
5234814,128,990,89,,,,,
5234960,32,5276,146,,,,,
5235798,64,4360,838,,,,,
5235928,128,230,130,,,,,
5236180,32,2497,252,,,,,
5236267,32,2480,87,,,,,
5236274,64,3890,7,,,,,
5236625,128,123,351,,,,,
5236708,128,305,83,,,,,
5236927,128,3179,219,,,,,
5236944,64,779,17,,,,,
5236990,512,24791,46,,,,,
5237120,128,391,130,,,,,
5237552,32,3579,432,,,,,
5238110,128,6865,558,,,,,
5238277,32,95,167,,,,,
5240262,128,4104,1985,,,,,
5240299,64,809,37,,,,,
5240324,128,8137,25,,,,,
5240442,32,705,118,,,,,
5240589,256,22,147,,,,,
5240657,128,1118,68,,,,,
5240707,32,2245,50,,,,,
5240758,32,274,51,,,,,
5240842,256,504,84,,,,,
5241096,128,156,254,,,,,
5241211,128,519,115,,,,,
5241303,128,4081,92,,,,,
5241327,32,1714,24,,,,,
5241345,256,5878,18,,,,,
5241367,64,2386,22,,,,,
5241590,64,1231,223,,,,,
5241630,64,914,40,,,,,
5241973,32,148,343,,,,,
5242503,32,155,530,,,,,
5242598,32,381,95,,,,,
5242611,32,286,13,,,,,
5242980,32,290,369,,,,,
5243052,32,77,72,,,,,
5243372,32,287,320,,,,,
5243432,64,35,60,,,,,
5243578,64,20,146,,,,,
5243988,64,563,410,,,,,
5244306,64,55,318,,,,,
5244308,32,1715,2,,,,,
5244329,64,507,21,,,,,
5244361,32,869,32,,,,,
5244481,128,72,120,,,,,
5244564,32,1661,83,,,,,
5244576,32,3146,12,,,,,
5244797,64,749,221,,,,,
5244855,32,34,58,,,,,
5245105,32,52069,250,,,,,
5245232,256,50,127,,,,,
5245455,32,1171,223,,,,,
5245499,256,26,44,,,,,
5246045,32,393,546,,,,,
5246084,32,171,39,,,,,
5246102,64,75,18,,,,,
5246211,128,853,109,,,,,
5246420,64,120,209,,,,,
5246420,128,121,0,,,,,
5246540,64,40,120,,,,,
5246580,32,785,40,,,,,
5246650,64,37,70,,,,,
5246687,64,43,37,,,,,
5246751,64,20,64,,,,,
5246827,64,120,76,,,,,
5246847,128,100,20,,,,,
5246946,64,20,99,,,,,
5247023,64,127,77,,,,,
5247023,128,128,0,,,,,
5247150,64,41,127,,,,,
5247922,64,3560,772,,,,,
5248195,64,89,273,,,,,
5248195,256,90,0,,,,,
5248299,64,24,104,,,,,
5248413,64,168,114,,,,,
5248432,256,148,19,,,,,
5248432,256,148,0,,,,,
5248433,64,147,1,,,,,
5248579,256,50,146,,,,,
5248579,256,51,0,,,,,
5248596,128,3583,17,,,,,
5248701,64,207,105,,,,,
5248701,64,207,0,,,,,
5248701,64,208,0,,,,,
5248717,256,151,16,,,,,
5248741,256,144,24,,,,,
5248755,256,152,14,,,,,
5248868,256,60,113,,,,,
5248880,256,48,12,,,,,
5248907,256,20,27,,,,,
5249057,64,172,150,,,,,
5249057,64,192,0,,,,,
5249072,256,134,15,,,,,
5249095,256,133,23,,,,,
5249224,256,25,129,,,,,
5249248,256,37,24,,,,,
5249339,64,91,91,,,,,
5249339,256,92,0,,,,,
5249430,256,37,91,,,,,
5249504,128,147,74,,,,,
5249504,256,156,0,,,,,
5249504,256,157,0,,,,,
5249505,128,154,1,,,,,
5249659,256,56,154,,,,,
5249659,256,56,0,,,,,
5249769,256,149,110,,,,,
5249769,256,150,0,,,,,
5249770,128,140,1,,,,,
5249770,128,147,0,,,,,
5249917,256,51,147,,,,,
5249917,256,51,0,,,,,
5249930,32,349,13,,,,,
5250323,128,2236,393,,,,,
5250611,128,35,288,,,,,
5250847,128,36,236,,,,,
5251448,32,253,601,,,,,
5251689,32,36,241,,,,,
5251689,32,37,0,,,,,
5251689,32,37,0,,,,,
5251725,64,20,36,,,,,
5252017,64,1985,292,,,,,
5252117,32,24,100,,,,,
5252117,64,24,0,,,,,
5252118,32,23,1,,,,,
5252118,32,43,0,,,,,
5252137,64,24,19,,,,,
5252138,64,23,1,,,,,
5252190,128,4202,52,,,,,
5252234,32,20,44,,,,,
5252234,64,20,0,,,,,
5252234,32,35,0,,,,,
5252235,32,54,1,,,,,
5252253,64,35,18,,,,,
5252253,64,36,0,,,,,
5252268,64,20,15,,,,,
5252486,32,517,218,,,,,
5252488,32,25,2,,,,,
5252488,32,25,0,,,,,
5252488,32,26,0,,,,,
5252488,64,26,0,,,,,
5252488,64,27,0,,,,,
5252495,64,39,7,,,,,
5252513,64,20,18,,,,,
5252513,64,21,0,,,,,
5252868,256,563,355,,,,,
5253177,32,37,309,,,,,
5253177,128,71,0,,,,,
5253178,32,36,1,,,,,
5253178,32,69,0,,,,,
5253195,64,37,17,,,,,
5253195,64,37,0,,,,,
5253196,32,36,1,,,,,
5253213,64,34,17,,,,,
5253213,64,34,0,,,,,
5253356,32,20,143,,,,,
5253376,128,35,20,,,,,
5253429,32,36,53,,,,,
5253429,128,36,0,,,,,
5253437,256,8813,8,,,,,
5253503,32,35,66,,,,,
5253591,32,35,88,,,,,
5253626,64,36,35,,,,,
5253680,32,69,54,,,,,
5253680,32,70,0,,,,,
5253786,64,74,106,,,,,
5253803,32,56,17,,,,,
5253820,32,349,17,,,,,
5253878,128,72,58,,,,,
5253896,32,53,18,,,,,
5253949,64,38,53,,,,,
5253985,256,72,36,,,,,
5253987,32,70,2,,,,,
5254075,512,89,88,,,,,
5254093,32,70,18,,,,,
5254643,32,37,550,,,,,
5254643,64,37,0,,,,,
5254643,128,38,0,,,,,
5254661,64,38,18,,,,,
5254662,32,37,1,,,,,
5254662,64,37,0,,,,,
5254680,64,39,18,,,,,
5254680,64,39,0,,,,,
5254807,128,25,127,,,,,
5254808,32,22,1,,,,,
5254808,32,22,0,,,,,
5254808,64,23,0,,,,,
5254808,64,23,0,,,,,
5254808,64,24,0,,,,,
5254829,64,40,21,,,,,
5254829,64,40,0,,,,,
5254829,64,41,0,,,,,
5254866,128,25,37,,,,,
5254868,32,21,2,,,,,
5254868,32,21,0,,,,,
5254868,64,21,0,,,,,
5254868,64,22,0,,,,,
5254868,64,22,0,,,,,
5254888,64,21,20,,,,,
5254888,64,22,0,,,,,
5254888,64,22,0,,,,,
5254899,32,163,11,,,,,
5254909,32,37,10,,,,,
5254909,128,37,0,,,,,
5254928,64,40,19,,,,,
5254929,64,38,1,,,,,
5254929,64,39,0,,,,,
5254946,64,21,17,,,,,
5254946,64,21,0,,,,,
5254966,32,49,20,,,,,
5254966,64,49,0,,,,,
5254966,128,49,0,,,,,
5254988,64,26,22,,,,,
5254988,64,26,0,,,,,
5254989,32,25,1,,,,,
5255013,64,24,24,,,,,
5255013,64,24,0,,,,,
5255013,64,24,0,,,,,
5255036,32,23,23,,,,,
5255036,128,24,0,,,,,
5255036,64,27,0,,,,,
5255059,64,22,23,,,,,
5255059,64,23,0,,,,,
5255063,64,39,4,,,,,
5255081,64,20,18,,,,,
5255081,64,21,0,,,,,
5255100,128,43,19,,,,,
5255101,32,21,1,,,,,
5255101,64,42,0,,,,,
5255101,64,42,0,,,,,
5255122,64,20,21,,,,,
5255141,64,22,19,,,,,
5255141,64,23,0,,,,,
5255142,64,21,1,,,,,
5255162,64,24,20,,,,,
5255162,128,24,0,,,,,
5255163,32,22,1,,,,,
5255185,64,20,22,,,,,
5255204,64,38,19,,,,,
5255204,64,38,0,,,,,
5255204,64,39,0,,,,,
5255223,32,39,19,,,,,
5255223,128,53,0,,,,,
5255241,64,20,18,,,,,
5255241,64,20,0,,,,,
5255242,32,34,1,,,,,
5255242,64,34,0,,,,,
5255261,64,38,19,,,,,
5255261,64,39,0,,,,,
5255297,128,28,36,,,,,
5255298,64,26,1,,,,,
5255298,64,26,0,,,,,
5255298,64,26,0,,,,,
5255299,32,24,1,,,,,
5255299,32,24,0,,,,,
5255322,64,23,23,,,,,
5255323,64,21,1,,,,,
5255323,64,22,0,,,,,
5255344,32,46,21,,,,,
5255363,128,26,19,,,,,
5255364,32,24,1,,,,,
5255364,64,24,0,,,,,
5255364,64,24,0,,,,,
5255364,64,25,0,,,,,
5255387,64,21,23,,,,,
5255387,64,22,0,,,,,
5255387,64,22,0,,,,,
5255408,32,43,21,,,,,
5255408,128,43,0,,,,,
5255427,64,23,19,,,,,
5255428,32,21,1,,,,,
5255428,64,21,0,,,,,
5255428,64,22,0,,,,,
5255448,64,24,20,,,,,
5255448,64,24,0,,,,,
5255448,64,25,0,,,,,
5255469,128,22,21,,,,,
5255469,32,46,0,,,,,
5255491,32,22,22,,,,,
5255491,64,22,0,,,,,
5255491,64,23,0,,,,,
5255491,64,23,0,,,,,
5255512,64,24,21,,,,,
5255512,64,24,0,,,,,
5255513,64,22,1,,,,,
5255535,128,23,22,,,,,
5255535,32,44,0,,,,,
5255535,64,45,0,,,,,
5255556,64,23,21,,,,,
5255556,64,23,0,,,,,
5255558,32,20,2,,,,,
5255578,64,21,20,,,,,
5255578,64,22,0,,,,,
5255578,64,22,0,,,,,
5255598,128,23,20,,,,,
5255599,32,21,1,,,,,
5255599,64,41,0,,,,,
5255599,64,41,0,,,,,
5255620,64,41,21,,,,,
5255639,64,21,19,,,,,
5255639,64,21,0,,,,,
5255659,32,23,20,,,,,
5255659,64,23,0,,,,,
5255659,128,24,0,,,,,
5255682,64,19,23,,,,,
5255682,64,40,0,,,,,
5255701,64,20,19,,,,,
5255701,64,21,0,,,,,
5255719,128,22,18,,,,,
5255720,64,20,1,,,,,
5255720,64,20,0,,,,,
5255720,64,21,0,,,,,
5255721,32,39,1,,,,,
5255760,64,19,39,,,,,
5255760,64,40,0,,,,,
5255760,64,41,0,,,,,
5255778,64,22,18,,,,,
5255778,128,43,0,,,,,
5255779,32,21,1,,,,,
5255798,64,22,19,,,,,
5255798,64,23,0,,,,,
5255799,32,21,1,,,,,
5255819,64,22,20,,,,,
5255819,64,23,0,,,,,
5255820,64,21,1,,,,,
5255840,128,21,20,,,,,
5255840,64,39,0,,,,,
5255840,64,40,0,,,,,
5255841,32,19,1,,,,,
5255860,32,39,19,,,,,
5255860,64,39,0,,,,,
5255879,64,41,19,,,,,
5255879,64,42,0,,,,,
5255879,64,42,0,,,,,
5255898,64,21,19,,,,,
5255898,128,22,0,,,,,
5255898,32,43,0,,,,,
5255918,64,22,20,,,,,
5255918,64,23,0,,,,,
5255919,32,21,1,,,,,
5255939,64,26,20,,,,,
5255940,64,24,1,,,,,
5255940,64,24,0,,,,,
5255962,128,26,22,,,,,
5255963,32,24,1,,,,,
5255963,32,24,0,,,,,
5255963,64,24,0,,,,,
5255963,64,25,0,,,,,
5255963,64,44,0,,,,,
5255986,64,20,23,,,,,
5255986,64,20,0,,,,,
5256025,128,23,39,,,,,
5256026,32,21,1,,,,,
5256026,32,21,0,,,,,
5256026,64,22,0,,,,,
5256026,64,22,0,,,,,
5256026,64,41,0,,,,,
5256046,64,20,20,,,,,
5256047,64,40,1,,,,,
5256085,128,23,38,,,,,
5256086,32,20,1,,,,,
5256086,32,20,0,,,,,
5256086,64,20,0,,,,,
5256086,64,21,0,,,,,
5256086,64,21,0,,,,,
5256105,64,21,19,,,,,
5256105,64,21,0,,,,,
5256145,128,42,40,,,,,
5256146,64,41,1,,,,,
5256146,64,41,0,,,,,
5256147,32,39,1,,,,,
5256165,32,20,18,,,,,
5256165,64,21,0,,,,,
5256185,64,21,20,,,,,
5256185,64,21,0,,,,,
5256185,64,22,0,,,,,
5256224,128,22,39,,,,,
5256226,64,20,2,,,,,
5256227,64,19,1,,,,,
5256227,32,41,0,,,,,
5256227,32,41,0,,,,,
5256227,64,41,0,,,,,
5256245,64,21,18,,,,,
5256245,64,22,0,,,,,
5256245,64,22,0,,,,,
5256287,128,28,42,,,,,
5256288,32,25,1,,,,,
5256288,32,26,0,,,,,
5256288,64,26,0,,,,,
5256288,64,27,0,,,,,
5256288,64,27,0,,,,,
5256313,64,20,25,,,,,
5256313,64,21,0,,,,,
5256313,64,21,0,,,,,
5256352,64,20,39,,,,,
5256352,64,20,0,,,,,
5256352,64,21,0,,,,,
5256352,128,21,0,,,,,
5256353,32,39,1,,,,,
5256353,32,40,0,,,,,
5256371,64,20,18,,,,,
5256371,64,21,0,,,,,
5256371,64,21,0,,,,,
5256411,128,25,40,,,,,
5256413,64,23,2,,,,,
5256414,32,20,1,,,,,
5256414,32,20,0,,,,,
5256414,64,21,0,,,,,
5256414,64,21,0,,,,,
5256433,64,23,19,,,,,
5256433,64,23,0,,,,,
5256434,64,21,1,,,,,
5256474,128,22,40,,,,,
5256475,32,20,1,,,,,
5256475,32,20,0,,,,,
5256475,64,20,0,,,,,
5256475,64,21,0,,,,,
5256475,64,40,0,,,,,
5256494,64,20,19,,,,,
5256494,64,21,0,,,,,
5256533,128,24,39,,,,,
5256534,32,22,1,,,,,
5256534,32,22,0,,,,,
5256534,64,42,0,,,,,
5256534,64,43,0,,,,,
5256534,64,43,0,,,,,
5256576,64,23,42,,,,,
5256576,64,24,0,,,,,
5256598,128,23,22,,,,,
5256598,64,42,0,,,,,
5256599,32,20,1,,,,,
5256599,32,21,0,,,,,
5256599,64,21,0,,,,,
5256599,64,22,0,,,,,
5256619,64,20,20,,,,,
5256619,64,21,0,,,,,
5256658,128,24,39,,,,,
5256659,64,22,1,,,,,
5256659,64,43,0,,,,,
5256659,64,43,0,,,,,
5256660,32,21,1,,,,,
5256660,32,41,0,,,,,
5256701,64,45,41,,,,,
5256701,64,46,0,,,,,
5256701,64,46,0,,,,,
5256720,32,25,19,,,,,
5256720,64,26,0,,,,,
5256720,128,26,0,,,,,
5256745,64,23,25,,,,,
5256768,64,19,23,,,,,
5256768,64,44,0,,,,,
5256768,64,45,0,,,,,
5256787,128,25,19,,,,,
5256787,32,47,0,,,,,
5256811,64,21,24,,,,,
5256811,64,22,0,,,,,
5256811,64,22,0,,,,,
5256812,32,20,1,,,,,
5256832,64,20,20,,,,,
5256832,64,20,0,,,,,
5256852,32,45,20,,,,,
5256871,128,25,19,,,,,
5256872,32,22,1,,,,,
5256872,64,23,0,,,,,
5256872,64,23,0,,,,,
5256872,64,24,0,,,,,
5256894,64,21,22,,,,,
5256894,64,22,0,,,,,
5256894,64,22,0,,,,,
5256915,32,39,21,,,,,
5256915,128,39,0,,,,,
5256934,64,39,19,,,,,
5256934,64,39,0,,,,,
5256934,64,40,0,,,,,
5256935,32,38,1,,,,,
5256953,64,40,18,,,,,
5256953,64,40,0,,,,,
5256953,64,41,0,,,,,
5256972,32,46,19,,,,,
5256972,128,46,0,,,,,
5256992,64,24,20,,,,,
5256992,64,24,0,,,,,
5256992,64,25,0,,,,,
5256993,32,22,1,,,,,
5257015,64,22,22,,,,,
5257015,64,22,0,,,,,
5257015,64,23,0,,,,,
5257037,32,45,22,,,,,
5257037,128,46,0,,,,,
5257055,64,27,18,,,,,
5257056,64,25,1,,,,,
5257056,64,25,0,,,,,
5257057,32,23,1,,,,,
5257077,128,87,20,,,,,
5257079,64,22,2,,,,,
5257079,64,22,0,,,,,
5257079,64,23,0,,,,,
5257080,32,65,1,,,,,
5257100,128,45,20,,,,,
5257101,32,43,1,,,,,
5257120,64,24,19,,,,,
5257121,32,22,1,,,,,
5257121,64,22,0,,,,,
5257121,64,22,0,,,,,
5257142,64,22,21,,,,,
5257142,64,40,0,,,,,
5257142,64,41,0,,,,,
5257182,128,23,40,,,,,
5257182,32,41,0,,,,,
5257182,64,42,0,,,,,
5257204,32,38,22,,,,,
5257204,64,39,0,,,,,
5257204,64,39,0,,,,,
5257223,64,44,19,,,,,
5257223,64,45,0,,,,,
5257223,64,45,0,,,,,
5257242,32,25,19,,,,,
5257242,128,25,0,,,,,
5257265,64,24,23,,,,,
5257265,64,24,0,,,,,
5257265,64,24,0,,,,,
5257266,32,22,1,,,,,
5257288,64,20,22,,,,,
5257288,64,20,0,,,,,
5257288,64,21,0,,,,,
5257307,128,23,19,,,,,
5257307,64,42,0,,,,,
5257308,32,22,1,,,,,
5257329,64,38,21,,,,,
5257329,64,38,0,,,,,
5257348,64,41,19,,,,,
5257348,64,42,0,,,,,
5257348,64,42,0,,,,,
5257366,128,45,18,,,,,
5257367,32,44,1,,,,,
5257389,64,20,22,,,,,
5257389,64,21,0,,,,,
5257389,64,21,0,,,,,
5257409,64,21,20,,,,,
5257409,64,21,0,,,,,
5257409,64,22,0,,,,,
5257429,64,23,20,,,,,
5257429,128,23,0,,,,,
5257429,32,43,0,,,,,
5257450,64,21,21,,,,,
5257450,64,21,0,,,,,
5257452,32,39,2,,,,,
5257470,64,20,18,,,,,
5257470,64,21,0,,,,,
5257470,64,21,0,,,,,
5257489,128,26,19,,,,,
5257490,32,25,1,,,,,
5257490,64,45,0,,,,,
5257514,32,20,24,,,,,
5257514,64,21,0,,,,,
5257514,64,21,0,,,,,
5257534,64,20,20,,,,,
5257534,64,21,0,,,,,
5257534,64,21,0,,,,,
5257553,128,43,19,,,,,
5257554,32,23,1,,,,,
5257554,64,42,0,,,,,
5257577,64,39,23,,,,,
5257577,64,39,0,,,,,
5257595,64,20,18,,,,,
5257596,64,19,1,,,,,
5257596,64,42,0,,,,,
5257615,32,50,19,,,,,
5257615,128,50,0,,,,,
5257637,64,27,22,,,,,
5257637,64,27,0,,,,,
5257637,64,27,0,,,,,
5257638,32,25,1,,,,,
5257662,64,22,24,,,,,
5257663,64,21,1,,,,,
5257663,64,21,0,,,,,
5257683,32,43,20,,,,,
5257683,128,44,0,,,,,
5257704,64,21,21,,,,,
5257704,64,22,0,,,,,
5257704,64,22,0,,,,,
5257705,32,20,1,,,,,
5257724,64,22,19,,,,,
5257724,64,23,0,,,,,
5257725,64,21,1,,,,,
5257746,32,43,21,,,,,
5257746,128,43,0,,,,,
5257765,32,22,19,,,,,
5257765,64,23,0,,,,,
5257765,64,23,0,,,,,
5257765,64,24,0,,,,,
5257787,64,21,22,,,,,
5257787,64,21,0,,,,,
5257787,64,22,0,,,,,
5257807,128,24,20,,,,,
5257808,32,23,1,,,,,
5257808,64,23,0,,,,,
5257830,64,20,22,,,,,
5257849,64,22,19,,,,,
5257850,64,20,1,,,,,
5257850,64,21,0,,,,,
5257868,128,21,18,,,,,
5257868,32,40,0,,,,,
5257868,64,41,0,,,,,
5257889,32,38,21,,,,,
5257889,64,38,0,,,,,
5257889,64,39,0,,,,,
5257908,64,38,19,,,,,
5257908,64,39,0,,,,,
5257926,32,42,18,,,,,
5257926,128,42,0,,,,,
5257946,32,20,20,,,,,
5257946,64,20,0,,,,,
5257946,64,21,0,,,,,
5257946,64,21,0,,,,,
5257966,64,21,20,,,,,
5257966,64,22,0,,,,,
5257966,64,22,0,,,,,
5257987,32,40,21,,,,,
5257987,128,40,0,,,,,
5258008,64,39,21,,,,,
5258008,64,40,0,,,,,
5258009,32,37,1,,,,,
5258009,64,38,0,,,,,
5258026,64,20,17,,,,,
5258027,64,43,1,,,,,
5258027,64,44,0,,,,,
5258045,64,24,18,,,,,
5258045,128,25,0,,,,,
5258046,32,23,1,,,,,
5258069,64,21,23,,,,,
5258089,64,37,20,,,,,
5258089,64,38,0,,,,,
5258089,64,38,0,,,,,
5258107,128,43,18,,,,,
5258108,32,41,1,,,,,
5258108,64,41,0,,,,,
5258126,32,22,18,,,,,
5258126,64,22,0,,,,,
5258126,64,22,0,,,,,
5258147,64,21,21,,,,,
5258147,64,21,0,,,,,
5258147,64,22,0,,,,,
5258167,128,43,20,,,,,
5258168,32,23,1,,,,,
5258190,64,39,22,,,,,
5258190,64,39,0,,,,,
5258191,64,38,1,,,,,
5258209,64,42,18,,,,,
5258209,64,42,0,,,,,
5258209,64,43,0,,,,,
5258228,32,22,19,,,,,
5258228,128,23,0,,,,,
5258228,64,43,0,,,,,
5258250,32,20,22,,,,,
5258250,64,20,0,,,,,
5258250,64,21,0,,,,,
5258270,64,20,20,,,,,
5258289,64,25,19,,,,,
5258289,128,26,0,,,,,
5258290,32,23,1,,,,,
5258290,32,24,0,,,,,
5258290,64,24,0,,,,,
5258312,64,20,22,,,,,
5258313,64,41,1,,,,,
5258313,64,41,0,,,,,
5258351,128,26,38,,,,,
5258353,32,22,2,,,,,
5258353,32,22,0,,,,,
5258353,64,23,0,,,,,
5258353,64,23,0,,,,,
5258353,64,23,0,,,,,
5258374,64,21,21,,,,,
5258374,64,21,0,,,,,
5258374,64,22,0,,,,,
5258414,32,22,40,,,,,
5258414,32,23,0,,,,,
5258414,64,23,0,,,,,
5258414,64,24,0,,,,,
5258414,64,24,0,,,,,
5258414,128,24,0,,,,,
5258435,64,24,21,,,,,
5258436,64,22,1,,,,,
5258436,64,23,0,,,,,
5258458,32,40,22,,,,,
5258458,128,41,0,,,,,
5258477,64,20,19,,,,,
5258477,64,21,0,,,,,
5258478,64,19,1,,,,,
5258478,32,40,0,,,,,
5258496,64,21,18,,,,,
5258496,64,21,0,,,,,
5258496,64,21,0,,,,,
5258536,32,25,40,,,,,
5258536,32,25,0,,,,,
5258536,64,26,0,,,,,
5258536,64,26,0,,,,,
5258536,64,26,0,,,,,
5258536,128,27,0,,,,,
5258560,64,22,24,,,,,
5258560,64,22,0,,,,,
5258560,64,22,0,,,,,
5258581,32,43,21,,,,,
5258581,128,43,0,,,,,
5258601,32,21,20,,,,,
5258601,64,21,0,,,,,
5258601,64,22,0,,,,,
5258601,64,22,0,,,,,
5258622,64,20,21,,,,,
5258622,64,21,0,,,,,
5258622,64,21,0,,,,,
5258642,32,39,20,,,,,
5258642,128,39,0,,,,,
5258662,32,39,20,,,,,
5258662,64,40,0,,,,,
5258662,64,40,0,,,,,
5258662,64,40,0,,,,,
5258680,64,20,18,,,,,
5258680,64,20,0,,,,,
5258680,64,21,0,,,,,
5258700,32,44,20,,,,,
5258700,128,44,0,,,,,
5258721,32,21,21,,,,,
5258721,64,21,0,,,,,
5258721,64,22,0,,,,,
5258721,64,22,0,,,,,
5258741,64,23,20,,,,,
5258741,64,23,0,,,,,
5258742,64,21,1,,,,,
5258763,128,22,21,,,,,
5258763,32,43,0,,,,,
5258784,64,20,21,,,,,
5258784,64,21,0,,,,,
5258784,64,21,0,,,,,
5258785,32,19,1,,,,,
5258804,64,20,19,,,,,
5258804,64,21,0,,,,,
5258804,64,21,0,,,,,
5258824,32,24,20,,,,,
5258824,128,25,0,,,,,
5258824,64,44,0,,,,,
5258845,64,22,21,,,,,
5258845,64,22,0,,,,,
5258848,32,34,3,,,,,
5258867,64,37,19,,,,,
5258867,64,38,0,,,,,
5258881,128,23,14,,,,,
5258882,32,21,1,,,,,
5258903,64,39,21,,,,,
5258923,64,38,20,,,,,
5258923,64,39,0,,,,,
5258941,128,20,18,,,,,
5258941,32,40,0,,,,,
5258941,64,40,0,,,,,
5258960,64,20,19,,,,,
5258961,32,38,1,,,,,
5258980,64,46,19,,,,,
5258980,64,46,0,,,,,
5258980,64,46,0,,,,,
5258999,32,25,19,,,,,
5258999,64,26,0,,,,,
5258999,128,26,0,,,,,
5259024,64,23,25,,,,,
5259024,64,24,0,,,,,
5259070,128,25,46,,,,,
5259073,32,20,3,,,,,
5259073,64,21,0,,,,,
5259073,64,21,0,,,,,
5259073,32,39,0,,,,,
5259073,64,40,0,,,,,
5259093,64,40,20,,,,,
5259093,64,41,0,,,,,
5259131,128,31,38,,,,,
5259132,64,29,1,,,,,
5259132,64,30,0,,,,,
5259132,64,30,0,,,,,
5259133,32,27,1,,,,,
5259133,32,28,0,,,,,
5259159,64,23,26,,,,,
5259160,64,21,1,,,,,
5259160,64,21,0,,,,,
5259180,128,40,20,,,,,
5259181,32,39,1,,,,,
5259200,32,43,19,,,,,
5259200,64,43,0,,,,,
5259200,64,44,0,,,,,
5259200,64,44,0,,,,,
5259219,64,23,19,,,,,
5259219,64,23,0,,,,,
5259219,64,24,0,,,,,
5259241,32,23,22,,,,,
5259241,128,24,0,,,,,
5259241,64,44,0,,,,,
